Rnd,Pick,Tm,Player,ID,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushTD,Rec,RecYds,RecTD,SoloTkl,Int,Sk,College/Univ,
6,175,CLE,Damion Ratley,RatlDa00,WR,23,2018,0,0,0,1,1,13,0,0,0,0,0,0,0,0,13,144,0,,,,Texas A&M,College Stats
6,176,LAR,John Kelly,KellJo00,RB,21,2018,0,0,0,1,1,4,0,0,0,0,0,27,74,0,2,27,0,,,,Tennessee,College Stats
6,177,HOU,Duke Ejiofor,EjioDu00,DE,23,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,Wake Forest,College Stats
6,178,NWE,Christian Sam,SamxCh00,ILB,22,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.,College Stats
6,179,NYJ,Parry Nickerson,NickPa00,CB,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,18,,,Tulane,College Stats
6,180,NYJ,Folorunso Fatukasi,FatuFo00,DT,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Connecticut,College Stats
6,181,CHI,Kylie Fitts,FittKy00,DE,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
6,182,ARI,Christian Campbell,CampCh01,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
6,183,DEN,Sam Jones,JoneSa00,G,22,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,College Stats
6,184,SFO,Marcell Harris,HarrMa03,S,24,2018,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,24,,,Florida,College Stats
6,185,IND,Deon Cain,CainDe00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,College Stats
6,186,SEA,Jacob Martin,MartJa02,LB,22,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,7,,3.0,Temple,College Stats
6,187,BUF,Ray-Ray McCloud,McClRa00,WR,21,2018,0,0,0,0,0,10,0,0,0,0,0,2,4,0,5,36,0,,,,Clemson,College Stats
6,188,CLE,Simeon Thomas,ThomSi00,CB,24,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana,College Stats
6,189,NOR,Kamrin Moore,MoorKa01,CB,21,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,College Stats
6,190,BAL,DeShon Elliott,ElliDe02,S,21,,0,0,0,,,,,,,,,,,,,,,,,,Texas,College Stats
6,191,LAC,Dylan Cantrell,CantDy00,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech,College Stats
6,192,LAR,Jamil Demby,DembJa00,T,22,,0,0,0,,,,,,,,,,,,,,,,,,Maine,
6,193,DAL,Chris Covington,CoviCh01,LB,22,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Indiana,College Stats
6,194,ATL,Russell Gage,GageRu00,WR,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,6,63,0,6,,,LSU,College Stats
6,195,LAR,Sebastian Joseph,JoseSe00,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,Rutgers,College Stats
6,196,KAN,Tremon Smith,SmitTr04,WR,22,2018,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,4,,,Central Arkansas,
6,197,WAS,Shaun Dion Hamilton,DionSh00,LB,22,2018,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,19,,1.5,Alabama,College Stats
6,198,KAN,Kahlil McKenzie,McKeKa00,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,College Stats
6,199,TEN,Luke Falk,FalkLu00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.,College Stats
6,200,ATL,Foyesade Oluokun,OluoFo00,S,23,2018,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,56,,,Yale,
6,201,NOR,Boston Scott,ScotBo02,RB,23,2018,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana Tech,College Stats
6,202,TAM,Jack Cichy,CichJa00,ILB,22,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Wisconsin,College Stats
6,203,JAX,Tanner Lee,LeexTa00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,College Stats
6,204,NYJ,Trenton Cannon,CannTr00,RB,24,2018,0,0,0,2,2,16,0,0,0,0,0,38,113,1,17,144,0,8,,,Virginia St.,
6,205,LAR,Trevon Young,YounTr00,DE,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats
6,206,PHI,Matt Pryor,PryoMa00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,TCU,College Stats
6,207,GNB,Equanimeous St. Brown,St.BEq00,WR,21,2018,0,0,0,2,2,12,0,0,0,0,0,1,5,0,21,328,0,,,,Notre Dame,College Stats
6,208,DAL,Cedrick Wilson,WilsCe01,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Boise St.,College Stats
6,209,MIA,Cornell Armstrong,ArmsCo00,CB,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,8,,,Southern Miss,College Stats
6,210,NWE,Braxton Berrios,BerrBr00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),College Stats
6,211,HOU,Jordan Thomas,ThomJo05,TE,22,2018,0,0,1,2,2,16,0,0,0,0,0,0,0,0,20,215,4,,,,Mississippi St.,College Stats
6,212,BAL,Greg Senat,SenaGr00,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Wagner,
6,213,MIN,Colby Gossett,GossCo00,G,23,2018,0,0,0,1,,5,0,0,0,0,0,0,0,0,0,0,0,,,,Appalachian St.,College Stats
6,214,HOU,Peter Kalambayi,KalaPe00,LB,23,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,7,,,Stanford,College Stats
6,215,BAL,Bradley Bozeman,BozeBr00,C,23,2018,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
6,216,OAK,Azeem Victor,VictAz00,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,Washington,College Stats
6,217,DEN,Keishawn Bierria,BierKe00,ILB,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,3,,,Washington,College Stats
6,218,MIN,Ade Aruna,ArunAd00,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Tulane,College Stats
7,219,NWE,Danny Etling,EtliDa00,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
7,220,SEA,Alex McGough,McGoAl00,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida International,College Stats
7,221,IND,Matthew Adams,AdamMa00,LB,22,2018,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,23,,,Houston,College Stats
7,222,HOU,Jermaine Kelly,KellJe01,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,College Stats
7,223,SFO,Jullian Taylor,TaylJu00,DT,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,,,Temple,College Stats
7,224,CHI,Javon Wims,WimsJa00,WR,23,2018,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,32,0,,,,Georgia,College Stats
7,225,MIN,Devante Downs,DownDe00,LB,22,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,,California,College Stats
7,226,DEN,David Williams,WillDa010,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,College Stats
7,227,MIA,Quentin Poling,PoliQu00,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Ohio,College Stats
7,228,OAK,Marcell Ateman,AtemMa00,WR,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,15,154,1,,,,Oklahoma St.,College Stats
7,229,MIA,Jason Sanders,SandJa00,K,22,2018,0,0,1,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,New Mexico,College Stats
7,230,JAX,Leon Jacobs,JacoLe00,OLB,22,2018,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,16,,,Wisconsin,College Stats
7,231,LAR,Travin Howard,HowaTr00,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,TCU,College Stats
7,232,GNB,James Looney,LoonJa00,DE,23,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,California,College Stats
7,233,PHI,Jordan Mailata,MailJo00,T,21,,0,0,0,,,,,,,,,,,,,,,,,,,
7,234,CAR,Andre Smith,SmitAn04,ILB,21,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina,College Stats
7,235,IND,Zaire Franklin,FranZa00,LB,22,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,14,,,Syracuse,College Stats
7,236,DAL,Bo Scarbrough,ScarBo01,RB,21,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
7,237,DET,Nick Bawden,BawdNi00,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats
7,238,BAL,Zach Sieler,SielZa00,DE,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Ferris St.,
7,239,GNB,Hunter Bradley,BradHu00,LS,24,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi St.,College Stats
7,240,SFO,Richie James,JameRi00,WR,23,2018,0,0,0,2,2,13,0,0,0,0,0,0,0,0,9,130,1,1,,,Middle Tenn. St.,College Stats
7,241,WAS,Greg Stroman,StroGr00,CB,22,2018,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,31,1,,Virginia Tech,College Stats
7,242,CAR,Kendrick Norton,NortKe01,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),College Stats
7,243,NWE,Keion Crossen,CrosKe00,CB,22,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,14,,,West. Carolina,
7,244,LAR,Justin Lawler,LawlJu00,DE,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,4,,,SMU,College Stats
7,245,NOR,Will Clapp,ClapWi00,C,22,2018,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats
7,246,PIT,Joshua Frazier,FrazJo00,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
7,247,JAX,Logan Cooke,CookLo00,P,23,2018,0,0,1,2,2,16,1,1,4,0,0,0,0,0,0,0,0,,,,Mississippi St.,College Stats
7,248,GNB,Kendall Donnerson,DonnKe00,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,SE Missouri St.,
7,249,CIN,Logan Woodside,WoodLo00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Toledo,College Stats
7,250,NWE,Ryan Izzo,IzzoRy00,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats
7,251,LAC,Justin Jackson,JackJu01,RB,23,2018,0,0,0,3,3,13,0,0,0,0,0,50,206,2,15,135,0,,,,Northwestern,College Stats
7,252,CIN,Rod Taylor,TaylRo01,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats
7,253,CIN,Auden Tate,TateAu00,WR,21,2018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,35,0,,,,Florida St.,College Stats
7,254,ARI,Korey Cunningham,CunnKo00,T,23,2018,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
7,255,BUF,Austin Proehl,ProeAu00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina,College Stats
7,256,WAS,Trey Quinn,QuinTr00,WR,22,2018,0,0,0,1,1,3,0,0,0,0,0,1,0,0,9,75,1,,,,SMU,College Stats
